Lake,Year,Alk/Acid,Tot-P,WaterTemp,LakeYear,BelowLN,Size,Richness,Latfix,DCA1,DCA2
Hagasjön,2016,0.104,8.1,5.55,Hagasjön 2016,YES,0.111,19,57.33723766,0.28881229,0.033574963
Hagasjön,2017,0.099,7.55,15.15,Hagasjön 2017,YES,0.111,13,57.33723766,0.658663453,-0.182185921
Harasjön,1995,1.00E-04,20,15.65,Harasjön 1995,YES,0.571,21,57.0073812,-1.488502801,-0.047025974
Harasjön,1996,0.0045,17,14.45,Harasjön 1996,YES,0.571,26,57.0073812,-1.170435263,-0.209617164
Harasjön,1997,0.0085,13.5,16,Harasjön 1997,YES,0.571,14,57.0073812,-1.758731404,-0.14914858
Harasjön,1998,1.00E-04,23,12.9,Harasjön 1998,YES,0.571,27,57.0073812,-1.313612365,0.226615947
Harasjön,1999,5.00E-04,19.5,10,Harasjön 1999,YES,0.571,31,57.0073812,-0.977438733,-0.322149447
Harasjön,2000,1.00E-04,18.5,14.5,Harasjön 2000,YES,0.571,26,57.0073812,-1.003378696,0.181250851
Harasjön,2001,1.00E-04,14.5,14.5,Harasjön 2001,YES,0.571,30,57.0073812,-0.966290493,0.198929755
Harasjön,2002,1.00E-04,21.5,15,Harasjön 2002,YES,0.571,29,57.0073812,-0.755758441,-0.088002219
Harasjön,2003,0.013,20,16.85,Harasjön 2003,YES,0.571,28,57.0073812,-1.017013115,0.014790652
Harasjön,2004,1.00E-04,19.5,17.35,Harasjön 2004,YES,0.571,26,57.0073812,-0.948395709,0.118529606
Harasjön,2005,1.00E-04,50,13.35,Harasjön 2005,YES,0.571,23,57.0073812,-0.830267665,0.445138743
Harasjön,2006,5.00E-04,18.5,14.25,Harasjön 2006,YES,0.571,23,57.0073812,-0.194713572,-0.24549688
Harasjön,2007,1.00E-04,8,14.15,Harasjön 2007,YES,0.571,31,57.0073812,-0.931344345,-0.287074529
Harasjön,2008,1.00E-04,35,10.6,Harasjön 2008,YES,0.571,18,57.0073812,-0.931222665,-0.236236052
Harasjön,2009,0.008,22,4.7,Harasjön 2009,YES,0.571,26,57.0073812,-0.691200466,0.083690351
Harasjön,2010,1.00E-04,21,12.7,Harasjön 2010,YES,0.571,24,57.0073812,-0.695669457,-0.366698897
Harasjön,2011,1.00E-04,26,11.83333333,Harasjön 2011,YES,0.571,29,57.0073812,-0.556631788,-0.258899756
Harasjön,2012,1.00E-04,20.5,13.85,Harasjön 2012,YES,0.571,23,57.0073812,-0.588936096,-0.443379689
Harasjön,2013,0.02,25.5,15,Harasjön 2013,YES,0.571,22,57.0073812,-0.430857944,0.373155351
Harasjön,2014,0.015,24.6,15.7,Harasjön 2014,YES,0.571,22,57.0073812,-0.555079395,-0.258342633
Harasjön,2015,0.003,27.55,13.9,Harasjön 2015,YES,0.571,26,57.0073812,-0.489751216,0.028660007
Harasjön,2016,0.0155,16.2,11.65,Harasjön 2016,YES,0.571,17,57.0073812,-0.85800616,-0.29067818
Harasjön,2017,1.00E-04,18,12.16666667,Harasjön 2017,YES,0.571,27,57.0073812,-1.203991928,-0.129047502
Havgårdssjön,1995,1.68,94,20.8,Havgårdssjön 1995,YES,0.5,32,55.48796721,1.525267794,-0.044020201
Havgårdssjön,1996,2.19,49,16.05,Havgårdssjön 1996,YES,0.5,32,55.48796721,0.194162502,0.73803968
Havgårdssjön,1997,1.9115,64.5,14.55,Havgårdssjön 1997,YES,0.5,24,55.48796721,1.213054442,1.189245821
Havgårdssjön,1998,2.4345,29.5,18,Havgårdssjön 1998,YES,0.5,27,55.48796721,1.497579564,0.22549979
Havgårdssjön,1999,2.151,68,15.5,Havgårdssjön 1999,YES,0.5,27,55.48796721,1.105817296,0.494706919
Havgårdssjön,2000,2.1305,65,15.7,Havgårdssjön 2000,YES,0.5,19,55.48796721,0.935827788,0.334179337
Havgårdssjön,2001,2.0585,84.5,16.7,Havgårdssjön 2001,YES,0.5,20,55.48796721,1.282689975,0.536082702
Havgårdssjön,2002,2.2205,62,14.25,Havgårdssjön 2002,YES,0.5,22,55.48796721,0.844908141,-0.338661562
Havgårdssjön,2003,2.178,64,16.75,Havgårdssjön 2003,YES,0.5,33,55.48796721,0.93958985,0.445371725
Havgårdssjön,2004,2.215,69.5,15,Havgårdssjön 2004,YES,0.5,34,55.48796721,0.918032103,-0.031209147
Havgårdssjön,2005,2.0475,92,15.5,Havgårdssjön 2005,YES,0.5,33,55.48796721,1.226155723,-0.041630231
Havgårdssjön,2006,1.8985,60,16.6,Havgårdssjön 2006,YES,0.5,28,55.48796721,1.350888909,0.391758917
Havgårdssjön,2007,2.2205,49,15.85,Havgårdssjön 2007,YES,0.5,32,55.48796721,1.168870818,-0.437520649
Havgårdssjön,2008,2.178,75,15.6,Havgårdssjön 2008,YES,0.5,38,55.48796721,1.555121075,-0.448917337
Havgårdssjön,2009,2.0595,88,14.55,Havgårdssjön 2009,YES,0.5,39,55.48796721,0.724784239,-0.174526105
Havgårdssjön,2010,2.0865,53,13.1,Havgårdssjön 2010,YES,0.5,37,55.48796721,1.221893998,0.608281254
Havgårdssjön,2011,2.1325,50.5,13.5,Havgårdssjön 2011,YES,0.5,35,55.48796721,1.458032859,-0.183444401
Havgårdssjön,2012,2.0435,74,15.15,Havgårdssjön 2012,YES,0.5,36,55.48796721,1.384370257,-0.615525347
Havgårdssjön,2013,2.039,61.5,15.95,Havgårdssjön 2013,YES,0.5,32,55.48796721,1.572988009,-0.502363955
Havgårdssjön,2014,2.2095,77.75,14.25,Havgårdssjön 2014,YES,0.5,29,55.48796721,1.795525004,-0.384876815
Havgårdssjön,2015,2.1495,46.35,15.65,Havgårdssjön 2015,YES,0.5,35,55.48796721,1.347371595,-0.397212693
Havgårdssjön,2016,2.0555,46.5,12.95,Havgårdssjön 2016,YES,0.5,33,55.48796721,1.1717446,-0.214312846
Havgårdssjön,2017,2.293333333,50.66666667,12.33333333,Havgårdssjön 2017,YES,0.5,37,55.48796721,1.462682335,0.230184115
Hinnasjön,1995,0.049,19,20.7,Hinnasjön 1995,YES,0.26,37,56.87809112,-0.182935401,-0.159920429
Hinnasjön,1996,0.043,9,14.85,Hinnasjön 1996,YES,0.26,33,56.87809112,-0.725602916,-0.051668233
Hinnasjön,1997,0.0425,11,15.25,Hinnasjön 1997,YES,0.26,43,56.87809112,-0.434215171,-0.361056816
Hinnasjön,1998,0.0365,16,13.15,Hinnasjön 1998,YES,0.26,34,56.87809112,-0.555338393,-0.006263776
Hinnasjön,1999,0.0405,15.5,12.75,Hinnasjön 1999,YES,0.26,39,56.87809112,-0.447114171,-0.334477752
Hinnasjön,2000,0.044,14.5,15.8,Hinnasjön 2000,YES,0.26,40,56.87809112,-0.010512189,-0.515515593
Hinnasjön,2001,0.023,11.5,15.1,Hinnasjön 2001,YES,0.26,37,56.87809112,-0.26162952,-0.259948254
Hinnasjön,2002,0.043,13.5,13.65,Hinnasjön 2002,YES,0.26,42,56.87809112,-0.049102912,-0.270480926
Hinnasjön,2003,0.071,26,12.65,Hinnasjön 2003,YES,0.26,50,56.87809112,-0.656226011,0.120207298
Hinnasjön,2004,0.047,16,16.05,Hinnasjön 2004,YES,0.26,46,56.87809112,-0.617223711,0.050337909
Hinnasjön,2005,0.037,20.5,15.95,Hinnasjön 2005,YES,0.26,43,56.87809112,-0.31420772,-0.172928056
Hinnasjön,2006,0.047,15,14.9,Hinnasjön 2006,YES,0.26,44,56.87809112,0.380524207,-0.273550056
Hinnasjön,2007,0.0955,14.5,14.15,Hinnasjön 2007,YES,0.26,44,56.87809112,0.24612787,-0.414327372
Hinnasjön,2008,0.0605,15.5,15.4,Hinnasjön 2008,YES,0.26,44,56.87809112,-0.809009282,-0.10646934
Hinnasjön,2009,0.075,14.5,14.9,Hinnasjön 2009,YES,0.26,40,56.87809112,-0.873576805,-0.072825671
Hinnasjön,2010,0.092,23,13.75,Hinnasjön 2010,YES,0.26,38,56.87809112,-0.780569137,-0.073654371
Hinnasjön,2011,0.067,17.33333333,11.93333333,Hinnasjön 2011,YES,0.26,38,56.87809112,0.0774144,-0.001529214
Hinnasjön,2012,0.0675,17.5,13.65,Hinnasjön 2012,YES,0.26,35,56.87809112,-0.128648184,0.174629021
Hinnasjön,2013,0.0885,18,15.05,Hinnasjön 2013,YES,0.26,42,56.87809112,-0.094053021,-0.290638986
Hinnasjön,2014,0.0795,18.75,13.7,Hinnasjön 2014,YES,0.26,38,56.87809112,0.345582586,-0.052793487
Hinnasjön,2015,0.072,15.9,16.55,Hinnasjön 2015,YES,0.26,39,56.87809112,0.281085928,-0.18280345
Hinnasjön,2016,0.089,18.45,13.25,Hinnasjön 2016,YES,0.26,42,56.87809112,0.47859658,-0.196822701
Hinnasjön,2017,0.086666667,14.86666667,11.9,Hinnasjön 2017,YES,0.26,38,56.87809112,-0.020568767,-0.039701432
Hjärtsjön,1995,5.00E-04,9.5,20.5,Hjärtsjön 1995,YES,1.28,14,57.05149009,-1.112660752,0.27487834
Hjärtsjön,1996,1.00E-04,9.5,13.9,Hjärtsjön 1996,YES,1.28,13,57.05149009,-1.392074813,-0.217628337
Hjärtsjön,1997,1.00E-04,6.5,15.2,Hjärtsjön 1997,YES,1.28,18,57.05149009,-0.976642655,0.151899802
Hjärtsjön,1998,1.00E-04,5.5,11.8,Hjärtsjön 1998,YES,1.28,23,57.05149009,-1.070251493,-0.045974093
Hjärtsjön,1999,0.0025,6.5,12.35,Hjärtsjön 1999,YES,1.28,26,57.05149009,-1.197275474,-0.228314786
Hjärtsjön,2000,0.001,4.5,15,Hjärtsjön 2000,YES,1.28,18,57.05149009,-1.565591603,0.037652631
Hjärtsjön,2001,1.00E-04,4.5,14.9,Hjärtsjön 2001,YES,1.28,22,57.05149009,-0.610704604,-0.310725026
Hjärtsjön,2002,1.00E-04,4.5,14.1,Hjärtsjön 2002,YES,1.28,21,57.05149009,-1.023857814,-0.296753283
Hjärtsjön,2003,1.00E-04,4,14.5,Hjärtsjön 2003,YES,1.28,28,57.05149009,-0.512609627,-0.381428579
Hjärtsjön,2004,1.00E-04,7,15.25,Hjärtsjön 2004,YES,1.28,20,57.05149009,-0.939564045,0.411055258
Hjärtsjön,2005,5.00E-04,4,16.5,Hjärtsjön 2005,YES,1.28,18,57.05149009,-1.176099172,0.862705706
Hjärtsjön,2006,0.001,5,15.5,Hjärtsjön 2006,YES,1.28,24,57.05149009,-0.946305127,0.626615114
Hjärtsjön,2007,0.001,2,13.65,Hjärtsjön 2007,YES,1.28,20,57.05149009,-1.186691023,0.435899542
Hjärtsjön,2008,1.00E-04,3.5,14.45,Hjärtsjön 2008,YES,1.28,31,57.05149009,-1.058243939,0.419858591
Hjärtsjön,2009,0.0075,3.5,14.2,Hjärtsjön 2009,YES,1.28,26,57.05149009,-0.940815004,0.027933367
Hjärtsjön,2010,0.0055,4.5,12.5,Hjärtsjön 2010,YES,1.28,29,57.05149009,-0.777135352,0.156452882
Hjärtsjön,2011,0.005,4.5,14.35,Hjärtsjön 2011,YES,1.28,18,57.05149009,-0.655531885,0.449849501
Hjärtsjön,2012,0.007,6,13.2,Hjärtsjön 2012,YES,1.28,30,57.05149009,-0.975181262,0.106963865
Hjärtsjön,2013,0.009,3.5,14.85,Hjärtsjön 2013,YES,1.28,24,57.05149009,-1.237329944,0.267595489
Hjärtsjön,2014,0.0095,3.65,13.35,Hjärtsjön 2014,YES,1.28,24,57.05149009,-0.981903178,0.509567139
Hjärtsjön,2015,0.011,3.9,15.6,Hjärtsjön 2015,YES,1.28,28,57.05149009,-0.905054014,0.475691881
Hjärtsjön,2016,0.012,4.45,12.4,Hjärtsjön 2016,YES,1.28,28,57.05149009,-0.792445003,0.289244408
Hjärtsjön,2017,0.0095,5.75,13.95,Hjärtsjön 2017,YES,1.28,30,57.05149009,-0.526483346,0.044128081
Hökesjön,1995,0.135,11,16.8,Hökesjön 1995,YES,0.5091,31,57.63921534,1.356309584,-0.071502715
Hökesjön,1996,0.134,6,15.6,Hökesjön 1996,YES,0.5091,34,57.63921534,0.639724748,0.175298943
Hökesjön,1997,0.1385,6.5,15.15,Hökesjön 1997,YES,0.5091,27,57.63921534,0.189364946,-0.169157067
Hökesjön,1998,0.1335,4.5,17.6,Hökesjön 1998,YES,0.5091,35,57.63921534,-0.045362368,-0.096898964
Hökesjön,1999,0.1425,10,13.35,Hökesjön 1999,YES,0.5091,28,57.63921534,0.924483617,-0.369813661
Hökesjön,2000,0.143,5,13.25,Hökesjön 2000,YES,0.5091,27,57.63921534,0.382267909,-0.612821395
Hökesjön,2001,0.1375,4.5,14.8,Hökesjön 2001,YES,0.5091,22,57.63921534,0.360193934,-0.715870208
Hökesjön,2002,0.1415,17.5,13.1,Hökesjön 2002,YES,0.5091,45,57.63921534,0.538490684,-0.278607587
Hökesjön,2003,0.1415,4.5,13.75,Hökesjön 2003,YES,0.5091,43,57.63921534,-0.012463709,-0.054663191
Hökesjön,2004,0.1405,7.5,14.15,Hökesjön 2004,YES,0.5091,44,57.63921534,0.340489542,-0.662698664
Hökesjön,2005,0.139,4.5,15.5,Hökesjön 2005,YES,0.5091,47,57.63921534,0.194512274,-0.644798959
Hökesjön,2006,0.1445,5.5,17.7,Hökesjön 2006,YES,0.5091,44,57.63921534,0.603352689,-0.107254301
Hökesjön,2007,0.131,3,16,Hökesjön 2007,YES,0.5091,46,57.63921534,0.182291424,-0.23172741
Hökesjön,2008,0.141,6,11.55,Hökesjön 2008,YES,0.5091,44,57.63921534,0.291247506,-0.397233221
Hökesjön,2009,0.1445,4.5,13.1,Hökesjön 2009,YES,0.5091,40,57.63921534,0.262900785,-0.341171084
Hökesjön,2011,0.142,5,13.8,Hökesjön 2011,YES,0.5091,44,57.63921534,0.257623236,-0.007418996
Hökesjön,2012,0.139,6,14.35,Hökesjön 2012,YES,0.5091,25,57.63921534,0.032496108,-0.104652498
Hökesjön,2013,0.141,5.5,13.7,Hökesjön 2013,YES,0.5091,29,57.63921534,0.293171614,-0.0450919
Hökesjön,2014,0.1445,5.25,16.2,Hökesjön 2014,YES,0.5091,33,57.63921534,0.685695842,-0.232154688
Hökesjön,2015,0.1445,5.7,15.4,Hökesjön 2015,YES,0.5091,37,57.63921534,0.27525358,-0.167786877
Hökesjön,2016,0.1525,5.55,13.1,Hökesjön 2016,YES,0.5091,24,57.63921534,0.488221497,-0.840151707
Hökesjön,2017,0.154,4.4,14.3,Hökesjön 2017,YES,0.5091,42,57.63921534,0.272178786,-0.699981427
Horsan,2007,1.954,4.5,9,Horsan 2007,YES,0.5557,36,57.8688197,-0.012224668,-0.086810868
Horsan,2008,1.964,6.5,19,Horsan 2008,YES,0.5557,26,57.8688197,0.305437311,0.018532551
Horsan,2009,2.022,7.5,14.9,Horsan 2009,YES,0.5557,30,57.8688197,0.037065424,0.105484336
Horsan,2010,2.0135,8,14.7,Horsan 2010,YES,0.5557,36,57.8688197,0.388628943,-0.038882175
Horsan,2011,2.017,7,13.35,Horsan 2011,YES,0.5557,29,57.8688197,0.27716636,0.261238015
Horsan,2012,1.825,7,14.75,Horsan 2012,YES,0.5557,28,57.8688197,-0.019225263,0.413194658
Horsan,2013,1.8545,9,16.95,Horsan 2013,YES,0.5557,16,57.8688197,-0.009540606,0.197572008
Horsan,2014,1.8525,6.95,14.1,Horsan 2014,YES,0.5557,21,57.8688197,0.231091007,0.516966131
Horsan,2015,1.94,6,13.85,Horsan 2015,YES,0.5557,17,57.8688197,0.533437353,0.557126634
Horsan,2016,1.9265,7.9,11.5,Horsan 2016,YES,0.5557,25,57.8688197,1.091631391,-0.105268574
Horsan,2017,2.41,10.6,9.1,Horsan 2017,YES,0.5557,23,57.8688197,0.530896004,0.426434679
Humsjön,1995,0.143,12,13.7,Humsjön 1995,YES,0.2146,24,58.62121289,0.019577965,-0.276670628
Humsjön,1996,0.153,7,15.5,Humsjön 1996,YES,0.2146,25,58.62121289,-0.014373261,-0.587853459
Humsjön,1997,0.1565,7.5,15.7,Humsjön 1997,YES,0.2146,37,58.62121289,0.60970645,-0.540429396
Humsjön,1998,0.1365,11.5,11.25,Humsjön 1998,YES,0.2146,34,58.62121289,0.715667632,-0.652854046
Humsjön,1999,0.1475,11.5,12.4,Humsjön 1999,YES,0.2146,30,58.62121289,0.820286764,-0.658884798
Humsjön,2000,0.142,9,15.05,Humsjön 2000,YES,0.2146,31,58.62121289,0.754682869,-0.649608636
Humsjön,2001,0.139,12,13.75,Humsjön 2001,YES,0.2146,25,58.62121289,0.221185461,-0.82922102
Humsjön,2003,0.157,6,13.55,Humsjön 2003,YES,0.2146,36,58.62121289,0.342857235,-0.606375706
Humsjön,2004,0.1475,7.5,15.85,Humsjön 2004,YES,0.2146,40,58.62121289,0.373806923,-0.690366294
Humsjön,2005,0.1565,10.5,13.2,Humsjön 2005,YES,0.2146,23,58.62121289,0.058080867,-0.208232027
Humsjön,2006,0.1465,11.5,15.25,Humsjön 2006,YES,0.2146,34,58.62121289,-0.700324503,-0.32608349
Humsjön,2007,0.1375,5.5,13,Humsjön 2007,YES,0.2146,24,58.62121289,-0.379390894,-0.961100868
Humsjön,2008,0.122,10,12.05,Humsjön 2008,YES,0.2146,22,58.62121289,-0.4060575,-0.541842314
Humsjön,2009,0.1275,11.5,11.15,Humsjön 2009,YES,0.2146,21,58.62121289,-0.368570691,-0.182991083
Humsjön,2010,0.1285,12.5,12.55,Humsjön 2010,YES,0.2146,13,58.62121289,-0.666967624,-0.127788601
Humsjön,2011,0.1425,15.5,11.05,Humsjön 2011,YES,0.2146,26,58.62121289,-0.002829731,0.295877979
Humsjön,2012,0.1435,10,15.1,Humsjön 2012,YES,0.2146,18,58.62121289,-0.184734149,0.250159401
Humsjön,2013,0.146,9,13.25,Humsjön 2013,YES,0.2146,20,58.62121289,-0.296684672,-0.542374746
Humsjön,2014,0.1425,9.15,13.3,Humsjön 2014,YES,0.2146,13,58.62121289,-0.805065696,-0.153432392
Humsjön,2015,0.1485,9.1,12.55,Humsjön 2015,YES,0.2146,17,58.62121289,-0.261359173,0.176823081
Humsjön,2016,0.1735,10.55,12.35,Humsjön 2016,YES,0.2146,46,58.62121289,0.566520279,-0.566635678
Humsjön,2017,0.1765,9.45,15.05,Humsjön 2017,YES,0.2146,46,58.62121289,0.165600643,-0.517531812
Krageholmssjön,1995,2.064444444,142.2222222,17.1,Krageholmssjön 1995,YES,2.0529,32,55.49631056,1.617135236,-0.650457801
Krageholmssjön,1996,2.348222222,74.44444444,15.61111111,Krageholmssjön 1996,YES,2.0529,35,55.49631056,0.88365186,0.636368109
Krageholmssjön,1997,2.248,54,15.45,Krageholmssjön 1997,YES,2.0529,32,55.49631056,1.047766006,0.016522546
Krageholmssjön,1998,2.0875,84.5,18,Krageholmssjön 1998,YES,2.0529,36,55.49631056,0.963595319,0.111260104
Krageholmssjön,1999,1.899,153,16.2,Krageholmssjön 1999,YES,2.0529,31,55.49631056,0.262166428,-0.006445975
Krageholmssjön,2000,2.8775,98,16.2,Krageholmssjön 2000,YES,2.0529,35,55.49631056,0.753795763,0.274628103
Krageholmssjön,2001,2.2205,103,17.8,Krageholmssjön 2001,YES,2.0529,38,55.49631056,0.623906277,-0.339184031
Krageholmssjön,2002,2.303,169.5,14.25,Krageholmssjön 2002,YES,2.0529,27,55.49631056,1.339706187,0.350913263
Krageholmssjön,2004,2.7545,59,15.3,Krageholmssjön 2004,YES,2.0529,38,55.49631056,0.926806585,0.344967197
Krageholmssjön,2005,2.3035,154,15.35,Krageholmssjön 2005,YES,2.0529,33,55.49631056,1.065786615,0.834760018
Krageholmssjön,2006,2.183,89.5,17.35,Krageholmssjön 2006,YES,2.0529,32,55.49631056,0.860142075,-0.617817179
Krageholmssjön,2007,2.3585,92.5,16,Krageholmssjön 2007,YES,2.0529,40,55.49631056,0.734641788,-0.361657351
Krageholmssjön,2008,2.9175,63,15.95,Krageholmssjön 2008,YES,2.0529,41,55.49631056,0.581048054,-0.495745065
Krageholmssjön,2009,1.8395,159,16.6,Krageholmssjön 2009,YES,2.0529,37,55.49631056,0.843621935,0.455784837
Krageholmssjön,2010,1.942,120,14.75,Krageholmssjön 2010,YES,2.0529,37,55.49631056,1.035049586,-0.146681197
Krageholmssjön,2011,2.7905,58,13.75,Krageholmssjön 2011,YES,2.0529,40,55.49631056,0.831124681,0.001583575
Krageholmssjön,2012,2.64,98,15.8,Krageholmssjön 2012,YES,2.0529,43,55.49631056,0.860212753,-0.011586275
Krageholmssjön,2013,2.198,168.5,16.35,Krageholmssjön 2013,YES,2.0529,31,55.49631056,1.254799326,-0.337830089
Krageholmssjön,2014,2.425,88.2,14.75,Krageholmssjön 2014,YES,2.0529,28,55.49631056,1.229935607,-0.209220004
Krageholmssjön,2015,2.4645,55.15,15.8,Krageholmssjön 2015,YES,2.0529,29,55.49631056,1.00719702,0.279268616
Krageholmssjön,2016,2.58,145.5,13.5,Krageholmssjön 2016,YES,2.0529,34,55.49631056,1.520182855,-0.131766886
Krageholmssjön,2017,2.556666667,96.16666667,12.46666667,Krageholmssjön 2017,YES,2.0529,23,55.49631056,1.038507422,-0.265162118
Krankesjön,1995,1.32,42,19.6,Krankesjön 1995,YES,3.31,26,55.708743,1.272824168,0.732629155
Krankesjön,1996,1.504,24.5,16.95,Krankesjön 1996,YES,3.31,32,55.708743,1.103673396,0.210303049
Krankesjön,1997,1.77,34,14.25,Krankesjön 1997,YES,3.31,29,55.708743,1.142357751,1.285793098
Krankesjön,1998,1.8555,27,17,Krankesjön 1998,YES,3.31,41,55.708743,1.302841107,0.052116806
Krankesjön,1999,1.986,27.5,15.05,Krankesjön 1999,YES,3.31,39,55.708743,1.205629499,0.330093146
Krankesjön,2000,1.817,41,16.3,Krankesjön 2000,YES,3.31,29,55.708743,1.09871567,-0.097469145
Krankesjön,2001,1.8575,31,18,Krankesjön 2001,YES,3.31,34,55.708743,1.423618341,0.292326854
Krankesjön,2002,1.5135,25.5,12.95,Krankesjön 2002,YES,3.31,37,55.708743,1.099415687,0.379334899
Krankesjön,2003,1.721,25,15.75,Krankesjön 2003,YES,3.31,33,55.708743,0.950570066,-0.067410541
Krankesjön,2004,1.835,25.5,15,Krankesjön 2004,YES,3.31,25,55.708743,0.878596376,0.335090923
Krankesjön,2005,1.539,34,18.3,Krankesjön 2005,YES,3.31,45,55.708743,1.098190018,0.698614227
Krankesjön,2006,1.815,35,15.7,Krankesjön 2006,YES,3.31,31,55.708743,1.139376028,0.13366325
Krankesjön,2007,2.2385,15.5,16.5,Krankesjön 2007,YES,3.31,34,55.708743,1.118282669,-0.030855362
Krankesjön,2008,1.626,33,15.75,Krankesjön 2008,YES,3.31,38,55.708743,1.065822265,0.189745488
Krankesjön,2009,1.5435,33.5,13.1,Krankesjön 2009,YES,3.31,33,55.708743,1.102955044,0.601114146
Krankesjön,2010,2.301,44.66666667,8.766666667,Krankesjön 2010,YES,3.31,23,55.708743,1.129310974,0.867378671
Krankesjön,2011,2.543,66.5,13.65,Krankesjön 2011,YES,3.31,18,55.708743,1.241195581,0.339878489
Krankesjön,2012,1.8945,36,14.55,Krankesjön 2012,YES,3.31,33,55.708743,0.932128842,0.2590979
Krankesjön,2013,1.727,45.5,15.4,Krankesjön 2013,YES,3.31,22,55.708743,1.045932645,0.86131725
Krankesjön,2014,1.612,33.25,13.4,Krankesjön 2014,YES,3.31,27,55.708743,1.335940493,0.129592456
Krankesjön,2015,1.4595,32.35,14.7,Krankesjön 2015,YES,3.31,24,55.708743,1.175336194,0.59595677
Krankesjön,2016,1.736333333,26.86666667,9.766666667,Krankesjön 2016,YES,3.31,34,55.708743,1.168644253,0.280798852
Krankesjön,2017,1.59,22.4,16.25,Krankesjön 2017,YES,3.31,24,55.708743,1.051225708,0.307222052
Lilla Öresjön,1995,1.00E-04,11.5,21.2,Lilla Öresjön 1995,YES,0.64,14,57.55726646,-1.730873391,-0.078530126
Lilla Öresjön,1996,1.00E-04,7.5,18.8,Lilla Öresjön 1996,YES,0.64,19,57.55726646,-1.07846706,0.068601476
Lilla Öresjön,1997,1.00E-04,4,16.2,Lilla Öresjön 1997,YES,0.64,26,57.55726646,-1.574945471,0.107121997
Lilla Öresjön,1998,1.00E-04,5.5,13.9,Lilla Öresjön 1998,YES,0.64,20,57.55726646,-1.093339484,0.575115516
Lilla Öresjön,1999,1.00E-04,5,14.85,Lilla Öresjön 1999,YES,0.64,18,57.55726646,-0.622069965,0.719025626
Lilla Öresjön,2000,1.00E-04,4.5,15.55,Lilla Öresjön 2000,YES,0.64,20,57.55726646,-1.526694183,0.088697858
Lilla Öresjön,2001,1.00E-04,4,14.9,Lilla Öresjön 2001,YES,0.64,23,57.55726646,-1.18715483,0.407872242
Lilla Öresjön,2002,1.00E-04,7,15.85,Lilla Öresjön 2002,YES,0.64,23,57.55726646,-1.696043583,-0.13347475
Lilla Öresjön,2003,0.0045,5,18.2,Lilla Öresjön 2003,YES,0.64,24,57.55726646,-1.62247549,-0.14472672
Lilla Öresjön,2004,0.0065,10,18.15,Lilla Öresjön 2004,YES,0.64,28,57.55726646,-1.155259176,0.059892241
Lilla Öresjön,2005,0.0025,7,15.35,Lilla Öresjön 2005,YES,0.64,25,57.55726646,-1.491901914,-0.044131926
Lilla Öresjön,2006,0.003,8,16.75,Lilla Öresjön 2006,YES,0.64,23,57.55726646,-0.517829426,-0.157794595
Lilla Öresjön,2007,1.00E-04,2.5,16.15,Lilla Öresjön 2007,YES,0.64,17,57.55726646,-1.414794848,-0.10699787
Lilla Öresjön,2008,1.00E-04,6.5,15.15,Lilla Öresjön 2008,YES,0.64,27,57.55726646,-1.162638211,-0.141506581
Lilla Öresjön,2009,1.00E-04,8,13.35,Lilla Öresjön 2009,YES,0.64,32,57.55726646,-0.428072478,0.106178736
Lilla Öresjön,2010,1.00E-04,9,9.2,Lilla Öresjön 2010,YES,0.64,27,57.55726646,-0.753664035,0.172830927
Lilla Öresjön,2011,0.006,12,13.7,Lilla Öresjön 2011,YES,0.64,19,57.55726646,-0.76759836,0.007213413
Lilla Öresjön,2012,0.0085,11.5,13.85,Lilla Öresjön 2012,YES,0.64,27,57.55726646,-0.940213025,-0.268713079
Lilla Öresjön,2013,0.0195,11.5,15.2,Lilla Öresjön 2013,YES,0.64,26,57.55726646,-0.729090359,-0.124463338
Lilla Öresjön,2014,0.0185,9.15,15.55,Lilla Öresjön 2014,YES,0.64,23,57.55726646,-0.604707989,-0.552997602
Lilla Öresjön,2015,0.019,9.35,14.85,Lilla Öresjön 2015,YES,0.64,23,57.55726646,-0.396099646,-0.352257486
Lilla Öresjön,2016,0.015666667,10.76666667,9.666666667,Lilla Öresjön 2016,YES,0.64,21,57.55726646,-1.07352271,-0.304041116
Lilla Öresjön,2017,0.021,10.15,13.8,Lilla Öresjön 2017,YES,0.64,34,57.55726646,-1.516623887,-0.218652827
Lillsjön,1995,0.436,25,20.1,Lillsjön 1995,YES,0.32,17,59.10172427,0.307908999,-0.693908357
Lillsjön,1996,0.531,41,14.5,Lillsjön 1996,YES,0.32,37,59.10172427,0.537277815,-0.058230841
Lillsjön,1997,0.4855,22.5,13.3,Lillsjön 1997,YES,0.32,25,59.10172427,0.707021719,0.420128444
Lillsjön,1998,0.47,70,13.45,Lillsjön 1998,YES,0.32,27,59.10172427,0.109308671,-0.311694218
Lillsjön,1999,0.531,108.5,14.85,Lillsjön 1999,YES,0.32,25,59.10172427,0.396370944,-0.208914855
Lillsjön,2000,0.551,121.5,16.1,Lillsjön 2000,YES,0.32,20,59.10172427,0.521446647,-0.046907776
Lillsjön,2001,0.481,116,15.6,Lillsjön 2001,YES,0.32,24,59.10172427,0.129393,-0.254196897
Lillsjön,2002,0.4915,51,16.3,Lillsjön 2002,YES,0.32,33,59.10172427,0.556967091,-0.053731468
