SUBPROG,AREA,INST,SCODE,MEDIUM,LISTMED,SIZE,YYYYMM,SPOOL,PFLAG,SPECIES,LISTSPE,CLASS,PARAM,PARLIST,VALUE,UNIT,FLAGQUA,FLAGSTA,TREE,source_datafile ,Comment
VS,AT01,EA,39,,,,199207,1,,FRAX EXC,B4,,COVE_T1,IM,3,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,PICE ABI,B4,,COVE_T1,IM,3,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,PICE ABI,B4,,COVE_T1,IM,4,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,PICE ABI,B4,,COVE_T1,IM,8.75,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,PICE ABI,B4,,COVE_T1,IM,18.75,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,ACER PSE,B4,,COVE_T2,IM,3,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,FAGU SYL,B4,,COVE_T2,IM,18.75,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,PICE ABI,B4,,COVE_T2,IM,8.75,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,ULMU GLA,B4,,COVE_T2,IM,3,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,ABIE ALB,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,ACER PSE,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,ACER PSE,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,ACER PSE,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,ACER PSE,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,ACONITUZ,B4,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,ACON VUL,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,ACON VUL,B4,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,ACON VUL,B4,,COVE_F,IM,2,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,ACON VUL,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,ACTA SPI,B4,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,ADENOGLA,BX_AT,,COVE_F,IM,3,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,ADENOGLA,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,ADENOGLA,BX_AT,,COVE_F,IM,2,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,ADENOGLA,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,AJUG REP,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,ARUN DIO,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,ASAR EUR,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,ASPL VIR,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,ASPL VIR,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,ASPL VIR,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,ASTBELL,BX_AT,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,ASTR MAJ,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,BETOALO,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,BETOALO,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,BETOALO,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,BRAC SYL,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,BRAC SYL,B4,,COVE_F,IM,4,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,BRAC SYL,B4,,COVE_F,IM,2,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,BRAC SYL,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,BROM BEN,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,CALA VAR,B4,,COVE_F,IM,3,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,CALA VAR,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,CALA VAR,B4,,COVE_F,IM,4,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,CALA VAR,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,CARDEDE,BX_AT,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,CARALBA,BX_AT,,COVE_F,IM,62.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,CARALBA,BX_AT,,COVE_F,IM,18.75,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,CARALBA,BX_AT,,COVE_F,IM,62.5,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,CARALBA,BX_AT,,COVE_F,IM,37.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,C DIGITA,B4,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,C DIGITA,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,C FLACCA,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,C FLACCA,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,C FLACCA,B4,,COVE_F,IM,8.75,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,CAREX  Z,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,C SYLVAT,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,CENT MON,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,CEPHLERZ,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,CEPHLERZ,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,CIRERIS,BX_AT,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,CIRERIS,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,CIRERIS,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,CIRERIS,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,CYCPURP,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,CYCPURP,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,CYCPURP,BX_AT,,COVE_F,IM,2,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,DAPH LAU,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,DAPH MEZ,B4,,COVE_F,IM,3,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,DAPH MEZ,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,DAPH MEZ,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,DAPH MEZ,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,DENENNE,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,DENENNE,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,DENENNE,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,EPIPACTZ,B4,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,EUPA CAN,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,EUPA CAN,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,EUPH AMY,BX_AT,,COVE_F,IM,3,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,EUPH AMY,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,EUPH AMY,BX_AT,,COVE_F,IM,2,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,EUPH AMY,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,EUPH DUL,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,EUPH DUL,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,EUPH DUL,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,FAGU SYL,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,FAGU SYL,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,FAGU SYL,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,FRAX EXC,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,FRAX EXC,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,FRAX EXC,B4,,COVE_F,IM,2,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,FRAX EXC,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,GALLUCI,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,GALLUCI,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,GALI MOL,B4,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,GALI MOL,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,GALIUM Z,B4,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,GENASCL,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,GENASCL,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,HELL NIG,B4,,COVE_F,IM,15,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,HELL NIG,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,HELL NIG,B4,,COVE_F,IM,4,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,HELL NIG,B4,,COVE_F,IM,2,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,HEPA NOB,B4,,COVE_F,IM,3,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,HEPA NOB,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,HEPA NOB,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,HEPA NOB,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,HERAUAU,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,HIEBIFI,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,HIER SYL,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,KNADIPS,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,KNADIPS,BX_AT,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,LARI DEC,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,LILI MAR,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,MELI NUT,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,MELMECA,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,MERC PER,B4,,COVE_F,IM,37.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,MERC PER,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,MERC PER,B4,,COVE_F,IM,2,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,MERC PER,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,MYCE MUR,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,MYCE MUR,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,MYCE MUR,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,NEOT NID,B4,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,PH SP.SP,B4,,COVE_F,IM,3,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,PH SP.SP,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,PH SP.SP,B4,,COVE_F,IM,4,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,PH SP.SP,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,PICE ABI,B4,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,PICE ABI,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,PIMP MAJ,B4,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,PIMP MAJ,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,POLY MUL,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,PREN PUR,B4,,COVE_F,IM,15,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,PREN PUR,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,PREN PUR,B4,,COVE_F,IM,2,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,PREN PUR,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,PRIM ELA,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,PRIM ELA,B4,,COVE_F,IM,4,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,PRIM ELA,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,PULKERN,BX_AT,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,PULKERN,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,RANU NEM,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,RANU NEM,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,RANU NEM,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,RANUNCUZ,B4,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,RUBU/FRU,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,SALV GLU,B4,,COVE_F,IM,3,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,SALV GLU,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,SALV GLU,B4,,COVE_F,IM,2,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,SALV GLU,B4,,COVE_F,IM,2,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,SANI EUR,B4,,COVE_F,IM,3,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,SANI EUR,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,SANI EUR,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,SANI EUR,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,SENE FUC,B4,,COVE_F,IM,3,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,SENE FUC,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,SENE FUC,B4,,COVE_F,IM,4,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,SENE FUC,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,SESL ALB,B4,,COVE_F,IM,3,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,SESL ALB,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,SESL ALB,B4,,COVE_F,IM,2,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,SORB ARI,B4,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,SORB ARI,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,ULMU GLA,B4,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,ULMU GLA,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,ULMU GLA,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,VALMONT,BX_AT,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,VALE TRI,BX_IT,,COVE_F,IM,3,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,VALE TRI,BX_IT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,VALE TRI,BX_IT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,VALWALL,BX_AT,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,VERA ALB,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,VINC HIR,B4,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,VINC HIR,B4,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,VINC HIR,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,199207,1,,VIOL REI,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,VIOL REI,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200807,1,,VIOL REI,B4,,COVE_F,IM,2,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,VIOL REI,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,200507,1,,DAPH MEZ,B4,,COVE_S,IM,0.5,%,,X,,,
VS,AT01,EA,39,,,,201007,1,,DAPH MEZ,B4,,COVE_S,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,ACER PSE,B4,,COVE_T1,IM,3,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,ACER PSE,B4,,COVE_T1,IM,8.75,%,,X,,,
VS,AT01,EA,40,,,,200807,1,,ACER PSE,B4,,COVE_T1,IM,18.75,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,FAGU SYL,B4,,COVE_T1,IM,62.5,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,FAGU SYL,B4,,COVE_T1,IM,37.5,%,,X,,,
VS,AT01,EA,40,,,,200807,1,,FAGU SYL,B4,,COVE_T1,IM,37.5,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,PICE ABI,B4,,COVE_T1,IM,3,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,PICE ABI,B4,,COVE_T1,IM,4,%,,X,,,
VS,AT01,EA,40,,,,200807,1,,PICE ABI,B4,,COVE_T1,IM,4,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,ACER PSE,B4,,COVE_T2,IM,3,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,ACER PSE,B4,,COVE_T2,IM,8.75,%,,X,,,
VS,AT01,EA,40,,,,200807,1,,ACER PSE,B4,,COVE_T2,IM,37.5,%,,X,,,
VS,AT01,EA,40,,,,201007,1,,ACER PSE,B4,,COVE_T2,IM,8.75,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,FAGU SYL,B4,,COVE_T2,IM,3,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,FAGU SYL,B4,,COVE_T2,IM,4,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,ACER PSE,B4,,COVE_T3,IM,18.75,%,,X,,,
VS,AT01,EA,40,,,,201007,1,,ACER PSE,B4,,COVE_T3,IM,2,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,ACER PSE,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,ACER PSE,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,200807,1,,ACER PSE,B4,,COVE_F,IM,2,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,ADENOGLA,BX_AT,,COVE_F,IM,3,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,ADENOGLA,BX_AT,,COVE_F,IM,2,%,,X,,,
VS,AT01,EA,40,,,,200807,1,,ADENOGLA,BX_AT,,COVE_F,IM,8.75,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,ASPL VIR,B4,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,40,,,,200807,1,,ASPL VIR,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,BETOALO,BX_AT,,COVE_F,IM,3,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,BETOALO,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,200807,1,,BETOALO,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,BRAC SYL,B4,,COVE_F,IM,3,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,BRAC SYL,B4,,COVE_F,IM,2,%,,X,,,
VS,AT01,EA,40,,,,200807,1,,BRAC SYL,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,BUPHSALI,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,BUPHSALI,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,200807,1,,BUPHSALI,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,CALA VAR,B4,,COVE_F,IM,62.5,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,CALA VAR,B4,,COVE_F,IM,62.5,%,,X,,,
VS,AT01,EA,40,,,,200807,1,,CALA VAR,B4,,COVE_F,IM,37.5,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,CARDEDE,BX_AT,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,40,,,,200807,1,,CARDEDE,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,CARALBA,BX_AT,,COVE_F,IM,87.5,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,CARALBA,BX_AT,,COVE_F,IM,2,%,,X,,,
VS,AT01,EA,40,,,,200807,1,,CARALBA,BX_AT,,COVE_F,IM,8.75,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,C FLACCA,B4,,COVE_F,IM,3,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,C FLACCA,B4,,COVE_F,IM,2,%,,X,,,
VS,AT01,EA,40,,,,200807,1,,C FLACCA,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,CARHUMI,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,200807,1,,CEPHLERZ,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,CIRERIS,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,CIRERIS,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,200807,1,,CIRERIS,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,CLEM VIT,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,CLEM VIT,B4,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,CYCPURP,BX_AT,,COVE_F,IM,3,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,CYCPURP,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,200807,1,,CYCPURP,BX_AT,,COVE_F,IM,2,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,DAPH LAU,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,DAPH LAU,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,DAPH MEZ,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,DAPH MEZ,B4,,COVE_F,IM,2,%,,X,,,
VS,AT01,EA,40,,,,200807,1,,DAPH MEZ,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,DENENNE,BX_AT,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,EPIP ATR,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,EPIP ATR,B4,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,40,,,,200807,1,,EPIP ATR,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,EPIPACTZ,B4,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,EUPA CAN,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,EUPA CAN,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,200807,1,,EUPA CAN,B4,,COVE_F,IM,2,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,EUPH AMY,BX_AT,,COVE_F,IM,3,%,,X,,,
VS,AT01,EA,40,,,,200807,1,,EUPH AMY,BX_AT,,COVE_F,IM,2,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,EUPH DUL,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,200807,1,,EUPH DUL,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,FAGU SYL,B4,,COVE_F,IM,3,%,,X,,,
VS,AT01,EA,40,,,,200507,1,,FAGU SYL,B4,,COVE_F,IM,0.1,%,,X,,,
VS,AT01,EA,40,,,,200807,1,,FAGU SYL,B4,,COVE_F,IM,0.5,%,,X,,,
VS,AT01,EA,40,,,,199207,1,,FRAX EXC,B4,,COVE_F,IM,3,%,,X,,,
