Subprog,Area,Inst,StationCode,Species,ListSpecies,level,YYYYMM,Spool,Param,ParamList,value,QualityFlag,StatusFlag,Unit,Method,parloc,SampleNumber,SpeciesName,ParamName
VG,SE08,SN,1,SPHA GIR,M2,NULL,199100,32,COVE_B  ,IM,2.3,NULL,NULL,%         ,NULL,322,1082,SPHAGNUM GIRGENSOHNII  RUSS.                            ,COVER. OF SPECIES/BOTTOM LAYER
VG,SE08,SN,1,POLY FOR,M2,NULL,199100,32,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1082,POLYTRICHUM FORMOSUM  HEDW.                             ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,POLY FOR,M2,NULL,199100,32,FREQ_   ,IM,3,NULL,NULL,%         ,NULL,280,1082,POLYTRICHUM FORMOSUM  HEDW.                             ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,POLY FOR,M2,NULL,199100,32,COVE_B  ,IM,0,NULL,NULL,%         ,NULL,322,1082,POLYTRICHUM FORMOSUM  HEDW.                             ,COVER. OF SPECIES/BOTTOM LAYER
VG,SE08,SN,1,RHIZ PSE,M2,NULL,199100,32,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1082,RHIZOMNIUM PSEUDOPUNCTATUM (B.+S.) T.KOP.               ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,RHIZ PSE,M2,NULL,199100,32,FREQ_   ,IM,3,NULL,NULL,%         ,NULL,280,1082,RHIZOMNIUM PSEUDOPUNCTATUM (B.+S.) T.KOP.               ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,RHIZ PSE,M2,NULL,199100,32,COVE_B  ,IM,0,NULL,NULL,%         ,NULL,322,1082,RHIZOMNIUM PSEUDOPUNCTATUM (B.+S.) T.KOP.               ,COVER. OF SPECIES/BOTTOM LAYER
VG,SE08,SN,1,POLY COM,M2,NULL,199100,32,FERT_   ,IM,10,NULL,NULL,%         ,NULL,279,1082,POLYTRICHUM COMMUNE  HEDW.                              ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,POLY COM,M2,NULL,199100,32,FREQ_   ,IM,16,NULL,NULL,%         ,NULL,280,1082,POLYTRICHUM COMMUNE  HEDW.                              ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,POLY COM,M2,NULL,199100,32,COVE_B  ,IM,2,NULL,NULL,%         ,NULL,322,1082,POLYTRICHUM COMMUNE  HEDW.                              ,COVER. OF SPECIES/BOTTOM LAYER
VG,SE08,SN,1,NULL,NULL,NULL,199100,32,COVE_F  ,IM,50.5,NULL,NULL,%         ,NULL,321,1082,NULL,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,NULL,NULL,NULL,199100,32,COVE_B  ,IM,44.7,NULL,NULL,%         ,NULL,322,1082,NULL,COVER. OF SPECIES/BOTTOM LAYER
VG,SE08,SN,1,BRAC VEL,M2,NULL,199100,32,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1082,"BRACHYTHECIUM VELUTINUM (HEDW.) B,S.+G.                 ",FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,BRAC VEL,M2,NULL,199100,32,FREQ_   ,IM,3,NULL,NULL,%         ,NULL,280,1082,"BRACHYTHECIUM VELUTINUM (HEDW.) B,S.+G.                 ",FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,BRAC VEL,M2,NULL,199100,32,COVE_B  ,IM,0,NULL,NULL,%         ,NULL,322,1082,"BRACHYTHECIUM VELUTINUM (HEDW.) B,S.+G.                 ",COVER. OF SPECIES/BOTTOM LAYER
VG,SE08,SN,1,EQUI PAL,B4,NULL,199100,32,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1082,EQUISETUM PALUSTRE                                      ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,EQUI PAL,B4,NULL,199100,32,FREQ_   ,IM,6,NULL,NULL,%         ,NULL,280,1082,EQUISETUM PALUSTRE                                      ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,EQUI PAL,B4,NULL,199100,32,COVE_F  ,IM,0.2,NULL,NULL,%         ,NULL,321,1082,EQUISETUM PALUSTRE                                      ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,LACT ALP,B4,NULL,199100,32,FERT_   ,IM,100,NULL,NULL,%         ,NULL,279,1082,LACTUCA ALPINA                                          ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,LACT ALP,B4,NULL,199100,32,FREQ_   ,IM,3,NULL,NULL,%         ,NULL,280,1082,LACTUCA ALPINA                                          ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,LACT ALP,B4,NULL,199100,32,COVE_F  ,IM,0.7,NULL,NULL,%         ,NULL,321,1082,LACTUCA ALPINA                                          ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,MELA SYL,B4,NULL,199100,32,FERT_   ,IM,78,NULL,NULL,%         ,NULL,279,1082,MELAMPYRUM SYLVATICUM                                   ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,MELA SYL,B4,NULL,199100,32,FREQ_   ,IM,28,NULL,NULL,%         ,NULL,280,1082,MELAMPYRUM SYLVATICUM                                   ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,MELA SYL,B4,NULL,199100,32,COVE_F  ,IM,0.4,NULL,NULL,%         ,NULL,321,1082,MELAMPYRUM SYLVATICUM                                   ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,RHOD ROS,M2,NULL,199100,32,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1082,RHODOBRYUM ROSEUM (HEDW.) LIMPR.                        ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,RHOD ROS,M2,NULL,199100,32,FREQ_   ,IM,13,NULL,NULL,%         ,NULL,280,1082,RHODOBRYUM ROSEUM (HEDW.) LIMPR.                        ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,RHOD ROS,M2,NULL,199100,32,COVE_B  ,IM,0.1,NULL,NULL,%         ,NULL,322,1082,RHODOBRYUM ROSEUM (HEDW.) LIMPR.                        ,COVER. OF SPECIES/BOTTOM LAYER
VG,SE08,SN,1,TRIE EUR,B4,NULL,199100,32,FERT_   ,IM,43,NULL,NULL,%         ,NULL,279,1082,TRIENTALIS EUROPAEA                                     ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,TRIE EUR,B4,NULL,199100,32,FREQ_   ,IM,66,NULL,NULL,%         ,NULL,280,1082,TRIENTALIS EUROPAEA                                     ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,TRIE EUR,B4,NULL,199100,32,COVE_F  ,IM,1.4,NULL,NULL,%         ,NULL,321,1082,TRIENTALIS EUROPAEA                                     ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,VACC MYR,B4,NULL,199100,32,FERT_   ,IM,9,NULL,NULL,%         ,NULL,279,1082,VACCINIUM MYRTILLUS                                     ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,VACC MYR,B4,NULL,199100,32,FREQ_   ,IM,100,NULL,NULL,%         ,NULL,280,1082,VACCINIUM MYRTILLUS                                     ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,VACC MYR,B4,NULL,199100,32,COVE_F  ,IM,25.1,NULL,NULL,%         ,NULL,321,1082,VACCINIUM MYRTILLUS                                     ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,SORB AUC,B4,NULL,199100,32,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1082,SORBUS AUCUPARIA                                        ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,SORB AUC,B4,NULL,199100,32,FREQ_   ,IM,50,NULL,NULL,%         ,NULL,280,1082,SORBUS AUCUPARIA                                        ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,SORB AUC,B4,NULL,199100,32,COVE_F  ,IM,1.5,NULL,NULL,%         ,NULL,321,1082,SORBUS AUCUPARIA                                        ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,SOLI VIR,B4,NULL,199100,32,FERT_   ,IM,36,NULL,NULL,%         ,NULL,279,1082,SOLIDAGO VIRGAUREA                                      ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,SOLI VIR,B4,NULL,199100,32,FREQ_   ,IM,44,NULL,NULL,%         ,NULL,280,1082,SOLIDAGO VIRGAUREA                                      ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,SOLI VIR,B4,NULL,199100,32,COVE_F  ,IM,2.2,NULL,NULL,%         ,NULL,321,1082,SOLIDAGO VIRGAUREA                                      ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,OXAL ACE,B4,NULL,199100,32,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1082,OXALIS ACETOSELLA                                       ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,OXAL ACE,B4,NULL,199100,32,FREQ_   ,IM,16,NULL,NULL,%         ,NULL,280,1082,OXALIS ACETOSELLA                                       ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,OXAL ACE,B4,NULL,199100,32,COVE_F  ,IM,0.3,NULL,NULL,%         ,NULL,321,1082,OXALIS ACETOSELLA                                       ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,POACEAEX,B4,NULL,199100,32,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1082,POACEAE                                                 ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,POACEAEX,B4,NULL,199100,32,FREQ_   ,IM,3,NULL,NULL,%         ,NULL,280,1082,POACEAE                                                 ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,POACEAEX,B4,NULL,199100,32,COVE_F  ,IM,0,NULL,NULL,%         ,NULL,321,1082,POACEAE                                                 ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,RUBU CHM,B4,NULL,199100,32,FERT_   ,IM,50,NULL,NULL,%         ,NULL,279,1082,RUBUS CHAMAEMORUS                                       ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,RUBU CHM,B4,NULL,199100,32,FREQ_   ,IM,6,NULL,NULL,%         ,NULL,280,1082,RUBUS CHAMAEMORUS                                       ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,RUBU CHM,B4,NULL,199100,32,COVE_F  ,IM,0.3,NULL,NULL,%         ,NULL,321,1082,RUBUS CHAMAEMORUS                                       ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,MELA PRA,B4,NULL,199100,32,FERT_   ,IM,89,NULL,NULL,%         ,NULL,279,1082,MELAMPYRUM PRATENSE                                     ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,MELA PRA,B4,NULL,199100,32,FREQ_   ,IM,59,NULL,NULL,%         ,NULL,280,1082,MELAMPYRUM PRATENSE                                     ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,MELA PRA,B4,NULL,199100,32,COVE_F  ,IM,0.8,NULL,NULL,%         ,NULL,321,1082,MELAMPYRUM PRATENSE                                     ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,LYCO ANN,B4,NULL,199100,32,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1082,LYCOPODIUM ANNOTINUM                                    ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,LYCO ANN,B4,NULL,199100,32,FREQ_   ,IM,6,NULL,NULL,%         ,NULL,280,1082,LYCOPODIUM ANNOTINUM                                    ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,LYCO ANN,B4,NULL,199100,32,COVE_F  ,IM,0.1,NULL,NULL,%         ,NULL,321,1082,LYCOPODIUM ANNOTINUM                                    ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,LIST COR,B4,NULL,199100,32,FERT_   ,IM,18,NULL,NULL,%         ,NULL,279,1082,LISTERA CORDATA                                         ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,LIST COR,B4,NULL,199100,32,FREQ_   ,IM,34,NULL,NULL,%         ,NULL,280,1082,LISTERA CORDATA                                         ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,LIST COR,B4,NULL,199100,32,COVE_F  ,IM,0.4,NULL,NULL,%         ,NULL,321,1082,LISTERA CORDATA                                         ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,LINN BOR,B4,NULL,199100,32,FERT_   ,IM,20,NULL,NULL,%         ,NULL,279,1082,LINNAEA BOREALIS                                        ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,LINN BOR,B4,NULL,199100,32,FREQ_   ,IM,31,NULL,NULL,%         ,NULL,280,1082,LINNAEA BOREALIS                                        ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,LINN BOR,B4,NULL,199100,32,COVE_F  ,IM,0.5,NULL,NULL,%         ,NULL,321,1082,LINNAEA BOREALIS                                        ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,LUZU PIL,B4,NULL,199100,32,FERT_   ,IM,100,NULL,NULL,%         ,NULL,279,1082,LUZULA PILOSA                                           ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,LUZU PIL,B4,NULL,199100,32,FREQ_   ,IM,3,NULL,NULL,%         ,NULL,280,1082,LUZULA PILOSA                                           ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,LUZU PIL,B4,NULL,199100,32,COVE_F  ,IM,0.1,NULL,NULL,%         ,NULL,321,1082,LUZULA PILOSA                                           ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,GYMN DRY,B4,NULL,199100,32,FERT_   ,IM,64,NULL,NULL,%         ,NULL,279,1082,GYMNOCARPIUM DRYOPTERIS                                 ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,GYMN DRY,B4,NULL,199100,32,FREQ_   ,IM,88,NULL,NULL,%         ,NULL,280,1082,GYMNOCARPIUM DRYOPTERIS                                 ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,GYMN DRY,B4,NULL,199100,32,COVE_F  ,IM,6.2,NULL,NULL,%         ,NULL,321,1082,GYMNOCARPIUM DRYOPTERIS                                 ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,CORN SUE,B4,NULL,199100,32,FERT_   ,IM,17,NULL,NULL,%         ,NULL,279,1082,CORNUS SUECICA                                          ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,CORN SUE,B4,NULL,199100,32,FREQ_   ,IM,91,NULL,NULL,%         ,NULL,280,1082,CORNUS SUECICA                                          ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,CORN SUE,B4,NULL,199100,32,COVE_F  ,IM,12.9,NULL,NULL,%         ,NULL,321,1082,CORNUS SUECICA                                          ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,EMPE HER,B4,NULL,199100,32,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1082,EMPETRUM HERMAPHRODITUM                                 ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,EMPE HER,B4,NULL,199100,32,FREQ_   ,IM,13,NULL,NULL,%         ,NULL,280,1082,EMPETRUM HERMAPHRODITUM                                 ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,EMPE HER,B4,NULL,199100,32,COVE_F  ,IM,0.3,NULL,NULL,%         ,NULL,321,1082,EMPETRUM HERMAPHRODITUM                                 ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,DRYO EXP,B4,NULL,199100,32,FERT_   ,IM,33,NULL,NULL,%         ,NULL,279,1082,DRYOPTERIS EXPANSA                                      ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,DRYO EXP,B4,NULL,199100,32,FREQ_   ,IM,9,NULL,NULL,%         ,NULL,280,1082,DRYOPTERIS EXPANSA                                      ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,DRYO EXP,B4,NULL,199100,32,COVE_F  ,IM,0.2,NULL,NULL,%         ,NULL,321,1082,DRYOPTERIS EXPANSA                                      ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,DESC FLE,B4,NULL,199100,32,FERT_   ,IM,69,NULL,NULL,%         ,NULL,279,1082,DESCHAMPSIA FLEXUOSA                                    ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,DESC FLE,B4,NULL,199100,32,FREQ_   ,IM,84,NULL,NULL,%         ,NULL,280,1082,DESCHAMPSIA FLEXUOSA                                    ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,DESC FLE,B4,NULL,199100,32,COVE_F  ,IM,2.5,NULL,NULL,%         ,NULL,321,1082,DESCHAMPSIA FLEXUOSA                                    ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,VACC VIT,B4,NULL,199100,32,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1082,VACCINIUM VITIS-IDAEA                                   ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,VACC VIT,B4,NULL,199100,32,FREQ_   ,IM,47,NULL,NULL,%         ,NULL,280,1082,VACCINIUM VITIS-IDAEA                                   ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,VACC VIT,B4,NULL,199100,32,COVE_F  ,IM,0.8,NULL,NULL,%         ,NULL,321,1082,VACCINIUM VITIS-IDAEA                                   ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,CLADONIZ,L2,NULL,199300,32,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1082,CLADONIA SP.                                            ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,CLADONIZ,L2,NULL,199300,32,FREQ_   ,IM,3,NULL,NULL,%         ,NULL,280,1082,CLADONIA SP.                                            ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,CLADONIZ,L2,NULL,199300,32,COVE_B  ,IM,0,NULL,NULL,%         ,NULL,322,1082,CLADONIA SP.                                            ,COVER. OF SPECIES/BOTTOM LAYER
VG,SE08,SN,1,HYLO UMB,M2,NULL,199300,32,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1082,"HYLOCOMIUM UMBRATUM (HEDW.) B,S.+G.                     ",FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,HYLO UMB,M2,NULL,199300,32,FREQ_   ,IM,3,NULL,NULL,%         ,NULL,280,1082,"HYLOCOMIUM UMBRATUM (HEDW.) B,S.+G.                     ",FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,HYLO UMB,M2,NULL,199300,32,COVE_B  ,IM,0,NULL,NULL,%         ,NULL,322,1082,"HYLOCOMIUM UMBRATUM (HEDW.) B,S.+G.                     ",COVER. OF SPECIES/BOTTOM LAYER
VG,SE08,SN,1,LOPH HEP,M2,NULL,199300,32,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1082,LOPHOCOLEA HETEROPHYLLA (SCHRAD.) DUM.                  ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,LOPH HEP,M2,NULL,199300,32,FREQ_   ,IM,3,NULL,NULL,%         ,NULL,280,1082,LOPHOCOLEA HETEROPHYLLA (SCHRAD.) DUM.                  ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,LOPH HEP,M2,NULL,199300,32,COVE_B  ,IM,0,NULL,NULL,%         ,NULL,322,1082,LOPHOCOLEA HETEROPHYLLA (SCHRAD.) DUM.                  ,COVER. OF SPECIES/BOTTOM LAYER
VG,SE08,SN,1,LOPH VEN,M2,NULL,199300,32,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1082,LOPHOZIA VENTRICOSA (DICKS.) DUM.                       ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,LOPH VEN,M2,NULL,199300,32,FREQ_   ,IM,3,NULL,NULL,%         ,NULL,280,1082,LOPHOZIA VENTRICOSA (DICKS.) DUM.                       ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,LOPH VEN,M2,NULL,199300,32,COVE_B  ,IM,0,NULL,NULL,%         ,NULL,322,1082,LOPHOZIA VENTRICOSA (DICKS.) DUM.                       ,COVER. OF SPECIES/BOTTOM LAYER
VG,SE08,SN,1,PICE ABI,B4,NULL,199300,32,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1082,PICEA ABIES                                             ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,PICE ABI,B4,NULL,199300,32,FREQ_   ,IM,3,NULL,NULL,%         ,NULL,280,1082,PICEA ABIES                                             ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,PICE ABI,B4,NULL,199300,32,COVE_F  ,IM,0.1,NULL,NULL,%         ,NULL,321,1082,PICEA ABIES                                             ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,PLEU SCH,M2,NULL,199300,32,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1082,PLEUROZIUM SCHREBERI (BRID.) MITT.                      ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,PLEU SCH,M2,NULL,199300,32,FREQ_   ,IM,69,NULL,NULL,%         ,NULL,280,1082,PLEUROZIUM SCHREBERI (BRID.) MITT.                      ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,PLEU SCH,M2,NULL,199300,32,COVE_B  ,IM,2.4,NULL,NULL,%         ,NULL,322,1082,PLEUROZIUM SCHREBERI (BRID.) MITT.                      ,COVER. OF SPECIES/BOTTOM LAYER
VG,SE08,SN,1,RHYT LOR,M2,NULL,199300,32,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1082,RHYTIDIADELPHUS LOREUS (HEDW.) WARNST.                  ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,RHYT LOR,M2,NULL,199300,32,FREQ_   ,IM,84,NULL,NULL,%         ,NULL,280,1082,RHYTIDIADELPHUS LOREUS (HEDW.) WARNST.                  ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,RHYT LOR,M2,NULL,199300,32,COVE_B  ,IM,15.7,NULL,NULL,%         ,NULL,322,1082,RHYTIDIADELPHUS LOREUS (HEDW.) WARNST.                  ,COVER. OF SPECIES/BOTTOM LAYER
VG,SE08,SN,1,BRAC VEL,M2,NULL,199300,32,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1082,"BRACHYTHECIUM VELUTINUM (HEDW.) B,S.+G.                 ",FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,BRAC VEL,M2,NULL,199300,32,FREQ_   ,IM,3,NULL,NULL,%         ,NULL,280,1082,"BRACHYTHECIUM VELUTINUM (HEDW.) B,S.+G.                 ",FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,BRAC VEL,M2,NULL,199300,32,COVE_B  ,IM,0,NULL,NULL,%         ,NULL,322,1082,"BRACHYTHECIUM VELUTINUM (HEDW.) B,S.+G.                 ",COVER. OF SPECIES/BOTTOM LAYER
VG,SE08,SN,1,LACT ALP,B4,NULL,199300,32,FERT_   ,IM,100,NULL,NULL,%         ,NULL,279,1082,LACTUCA ALPINA                                          ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,LACT ALP,B4,NULL,199300,32,FREQ_   ,IM,3,NULL,NULL,%         ,NULL,280,1082,LACTUCA ALPINA                                          ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,LACT ALP,B4,NULL,199300,32,COVE_F  ,IM,0.6,NULL,NULL,%         ,NULL,321,1082,LACTUCA ALPINA                                          ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,MELA SYL,B4,NULL,199300,32,FERT_   ,IM,92,NULL,NULL,%         ,NULL,279,1082,MELAMPYRUM SYLVATICUM                                   ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,MELA SYL,B4,NULL,199300,32,FREQ_   ,IM,38,NULL,NULL,%         ,NULL,280,1082,MELAMPYRUM SYLVATICUM                                   ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,MELA SYL,B4,NULL,199300,32,COVE_F  ,IM,0.7,NULL,NULL,%         ,NULL,321,1082,MELAMPYRUM SYLVATICUM                                   ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,RHOD ROS,M2,NULL,199300,32,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1082,RHODOBRYUM ROSEUM (HEDW.) LIMPR.                        ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,RHOD ROS,M2,NULL,199300,32,FREQ_   ,IM,9,NULL,NULL,%         ,NULL,280,1082,RHODOBRYUM ROSEUM (HEDW.) LIMPR.                        ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,RHOD ROS,M2,NULL,199300,32,COVE_B  ,IM,0.1,NULL,NULL,%         ,NULL,322,1082,RHODOBRYUM ROSEUM (HEDW.) LIMPR.                        ,COVER. OF SPECIES/BOTTOM LAYER
VG,SE08,SN,1,SPHA RIP,M2,NULL,199300,32,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1082,SPHAGNUM RIPARIUM  ÅNGSTR.                              ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,SPHA RIP,M2,NULL,199300,32,FREQ_   ,IM,3,NULL,NULL,%         ,NULL,280,1082,SPHAGNUM RIPARIUM  ÅNGSTR.                              ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,SPHA RIP,M2,NULL,199300,32,COVE_B  ,IM,0.1,NULL,NULL,%         ,NULL,322,1082,SPHAGNUM RIPARIUM  ÅNGSTR.                              ,COVER. OF SPECIES/BOTTOM LAYER
VG,SE08,SN,1,TRIE EUR,B4,NULL,199300,32,FERT_   ,IM,11,NULL,NULL,%         ,NULL,279,1082,TRIENTALIS EUROPAEA                                     ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,TRIE EUR,B4,NULL,199300,32,FREQ_   ,IM,56,NULL,NULL,%         ,NULL,280,1082,TRIENTALIS EUROPAEA                                     ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,TRIE EUR,B4,NULL,199300,32,COVE_F  ,IM,1.5,NULL,NULL,%         ,NULL,321,1082,TRIENTALIS EUROPAEA                                     ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,VACC MYR,B4,NULL,199300,32,FERT_   ,IM,13,NULL,NULL,%         ,NULL,279,1082,VACCINIUM MYRTILLUS                                     ,FERTILITY OF SPECIES F+B LAYER
VG,SE08,SN,1,VACC MYR,B4,NULL,199300,32,FREQ_   ,IM,100,NULL,NULL,%         ,NULL,280,1082,VACCINIUM MYRTILLUS                                     ,FREQUENCY OF SPECIES F+B LAYER
VG,SE08,SN,1,VACC MYR,B4,NULL,199300,32,COVE_F  ,IM,24.4,NULL,NULL,%         ,NULL,321,1082,VACCINIUM MYRTILLUS                                     ,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,NULL,NULL,NULL,199300,32,COVE_F  ,IM,53.5,NULL,NULL,%         ,NULL,321,1082,NULL,COVER. OF SPECIES/FIELD LAYER 
VG,SE08,SN,1,NULL,NULL,NULL,199300,32,COVE_B  ,IM,38.3,NULL,NULL,%         ,NULL,322,1082,NULL,COVER. OF SPECIES/BOTTOM LAYER
VG,SE08,SN,1,POLY COM,M2,NULL,199300,32,FERT_   ,IM,0,NULL,NULL,%         ,NULL,279,1082,POLYTRICHUM COMMUNE  HEDW.                              ,FERTILITY OF SPECIES F+B LAYER
